real_of_E,imag_of_E,magnitude_of_T
19.098181818181818,-12.121212121212121,0.7349631684066021
19.098181818181818,-11.969696969696969,0.7670798036331892
19.098181818181818,-11.818181818181818,0.8006159866062893
19.098181818181818,-11.666666666666666,0.8356335007682949
19.098181818181818,-11.515151515151516,0.8721966917041803
19.098181818181818,-11.363636363636363,0.9103725670006936
19.098181818181818,-11.212121212121213,0.9502308985179276
19.098181818181818,-11.06060606060606,0.9918443259943536
19.098181818181818,-10.909090909090908,1.0352884603118622
19.098181818181818,-10.757575757575758,1.0806419839319885
19.098181818181818,-10.606060606060606,1.1279867449113203
19.098181818181818,-10.454545454545455,1.177407839423668
19.098181818181818,-10.303030303030303,1.2289936757478623
19.098181818181818,-10.151515151515152,1.2828360100790317
19.098181818181818,-10.0,1.3390299411079016
19.098181818181818,-9.848484848484848,1.3976738458572364
19.098181818181818,-9.696969696969697,1.4588692334824356
19.098181818181818,-9.545454545454545,1.5227204862765906
19.098181818181818,-9.393939393939394,1.5893344475324163
19.098181818181818,-9.242424242424242,1.6588198036693964
19.098181818181818,-9.090909090909092,1.7312861925009373
19.098181818181818,-8.93939393939394,1.806842949952579
19.098181818181818,-8.787878787878787,1.8855973831250397
19.098181818181818,-8.636363636363637,1.9676524274598968
19.098181818181818,-8.484848484848484,2.0531035091080287
19.098181818181818,-8.333333333333334,2.1420343898642735
19.098181818181818,-8.181818181818182,2.23451172123188
19.098181818181818,-8.030303030303031,2.3305779774389315
19.098181818181818,-7.878787878787879,2.430242377626724
19.098181818181818,-7.7272727272727275,2.5334693512814948
19.098181818181818,-7.575757575757576,2.6401640596982396
19.098181818181818,-7.424242424242424,2.750154478857637
19.098181818181818,-7.2727272727272725,2.8631696052975326
19.098181818181818,-7.121212121212121,2.978813510128868
19.098181818181818,-6.96969696969697,3.0965352974401132
19.098181818181818,-6.818181818181818,3.2155955975829533
19.098181818181818,-6.666666666666667,3.3350311259077845
19.098181818181818,-6.515151515151516,3.453620130882237
19.098181818181818,-6.363636363636363,3.569853250810598
19.098181818181818,-6.212121212121212,3.681916275230111
19.098181818181818,-6.0606060606060606,3.7876932252804596
19.098181818181818,-5.909090909090909,3.884799385198635
19.098181818181818,-5.757575757575758,3.970653486594281
19.098181818181818,-5.606060606060606,4.042595087895096
19.098181818181818,-5.454545454545454,4.098046531810279
19.098181818181818,-5.303030303030303,4.134708918996149
19.098181818181818,-5.151515151515151,4.150770146034684
19.098181818181818,-5.0,4.145093754653867
19.098181818181818,-4.848484848484849,4.117354358656186
19.098181818181818,-4.696969696969697,4.0680916839761085
19.098181818181818,-4.545454545454546,3.998670375190259
19.098181818181818,-4.393939393939394,3.9111523824583676
19.098181818181818,-4.242424242424242,3.808106404112292
19.098181818181818,-4.090909090909091,3.692388856655284
19.098181818181818,-3.9393939393939394,3.5669309750993876
19.098181818181818,-3.787878787878788,3.434558674190194
19.098181818181818,-3.6363636363636362,3.297859885026619
19.098181818181818,-3.484848484848485,3.159102490081404
19.098181818181818,-3.3333333333333335,3.0201974748553426
19.098181818181818,-3.1818181818181817,2.882697353757336
19.098181818181818,-3.0303030303030303,2.747818765577206
19.098181818181818,-2.878787878787879,2.616479205670173
19.098181818181818,-2.727272727272727,2.4893400036894238
19.098181818181818,-2.5757575757575757,2.3668500125724763
19.098181818181818,-2.4242424242424243,2.2492865578161134
19.098181818181818,-2.272727272727273,2.1367918086676627
19.098181818181818,-2.121212121212121,2.02940385968531
19.098181818181818,-1.9696969696969697,1.927082526257064
19.098181818181818,-1.8181818181818181,1.8297302628896668
19.098181818181818,-1.6666666666666667,1.7372088049104455
19.098181818181818,-1.5151515151515151,1.6493521905233222
19.098181818181818,-1.3636363636363635,1.565976797711485
19.098181818181818,-1.2121212121212122,1.48688896766773
19.098181818181818,-1.0606060606060606,1.4118907074972697
19.098181818181818,-0.9090909090909091,1.340783884108854
19.098181818181818,-0.7575757575757576,1.273373246080609
19.098181818181818,-0.6060606060606061,1.2094685442900137
19.098181818181818,-0.45454545454545453,1.1488859662135629
19.098181818181818,-0.30303030303030304,1.0914490526730904
19.098181818181818,-0.15151515151515152,1.0369892284278683
19.098181818181818,0.0,0.9853460481421765
19.805151515151515,-15.0,0.35483039336891264
19.805151515151515,-14.848484848484848,0.3699975113499722
19.805151515151515,-14.696969696969697,0.38582795079166116
19.805151515151515,-14.545454545454545,0.40235055211726345
19.805151515151515,-14.393939393939394,0.4195953002663755
19.805151515151515,-14.242424242424242,0.4375933523930675
19.805151515151515,-14.090909090909092,0.45637706362075403
19.805151515151515,-13.93939393939394,0.4759800103895497
19.805151515151515,-13.787878787878787,0.4964370108711373
19.805151515151515,-13.636363636363637,0.5177841418591685
19.805151515151515,-13.484848484848484,0.5400587514687262
19.805151515151515,-13.333333333333334,0.5632994668958665
19.805151515151515,-13.181818181818182,0.5875461963963351
19.805151515151515,-13.030303030303031,0.6128401245402489
19.805151515151515,-12.878787878787879,0.639223699685246
19.805151515151515,-12.727272727272727,0.6667406124821096
19.805151515151515,-12.575757575757576,0.6954357640823203
19.805151515151515,-12.424242424242424,0.7253552225528399
19.805151515151515,-12.272727272727273,0.7565461658161922
19.805151515151515,-12.121212121212121,0.7890568092190211
19.805151515151515,-11.969696969696969,0.8229363155832332
19.805151515151515,-11.818181818181818,0.8582346853040191
19.805151515151515,-11.666666666666666,0.8950026237181917
19.805151515151515,-11.515151515151516,0.9332913825638426
19.805151515151515,-11.363636363636363,0.9731525718734247
19.805151515151515,-11.212121212121213,1.0146379380696857
19.805151515151515,-11.06060606060606,1.0577991033468808
19.805151515151515,-10.909090909090908,1.1026872605921034
19.805151515151515,-10.757575757575758,1.1493528171045466
19.805151515151515,-10.606060606060606,1.1978449791680084
19.805151515151515,-10.454545454545455,1.2482112680850734
19.805151515151515,-10.303030303030303,1.3004969565449946
19.805151515151515,-10.151515151515152,1.354744412123922
19.805151515151515,-10.0,1.41099233225694
19.805151515151515,-9.848484848484848,1.4692748521302665
19.805151515151515,-9.696969696969697,1.5296205035825567
19.805151515151515,-9.545454545454545,1.592050999258371
19.805151515151515,-9.393939393939394,1.656579811940323
19.805151515151515,-9.242424242424242,1.723210514268332
19.805151515151515,-9.090909090909092,1.7919348390851497
19.805151515151515,-8.93939393939394,1.8627304157015534
19.805151515151515,-8.787878787878787,1.9355581328956757
19.805151515151515,-8.636363636363637,2.0103590761362478
19.805151515151515,-8.484848484848484,2.0870509853568913
19.805151515151515,-8.333333333333334,2.165524182034257
19.805151515151515,-8.181818181818182,2.2456369222911876
19.805151515151515,-8.030303030303031,2.327210148832634
19.805151515151515,-7.878787878787879,2.4100216419927607
19.805151515151515,-7.7272727272727275,2.493799612969264
19.805151515151515,-7.575757575757576,2.578215844891427
19.805151515151515,-7.424242424242424,2.6628785742391705
19.805151515151515,-7.2727272727272725,2.747325420086983
19.805151515151515,-7.121212121212121,2.831016813369574
19.805151515151515,-6.96969696969697,2.9133305504033364
19.805151515151515,-6.818181818181818,2.9935582849590885
19.805151515151515,-6.666666666666667,3.070904962005497
19.805151515151515,-6.515151515151516,3.144492351670532
19.805151515151515,-6.363636363636363,3.213367917534361
19.805151515151515,-6.212121212121212,3.2765201902440304
19.805151515151515,-6.0606060606060606,3.3329015520515193
19.805151515151515,-5.909090909090909,3.381458816925146
19.805151515151515,-5.757575757575758,3.4211711936836666
19.805151515151515,-5.606060606060606,3.451094183867052
19.805151515151515,-5.454545454545454,3.4704068084926667
19.805151515151515,-5.303030303030303,3.4784584771090534
19.805151515151515,-5.151515151515151,3.474811062773838
19.805151515151515,-5.0,3.459271577772272
19.805151515151515,-4.848484848484849,3.4319114218121545
19.805151515151515,-4.696969696969697,3.393069501618559
19.805151515151515,-4.545454545454546,3.343338408698319
19.805151515151515,-4.393939393939394,3.2835349381929793
19.805151515151515,-4.242424242424242,3.214658114996652
19.805151515151515,-4.090909090909091,3.1378391969247104
19.805151515151515,-3.9393939393939394,3.0542886400862197
19.805151515151515,-3.787878787878788,2.9652447328683795
19.805151515151515,-3.6363636363636362,2.871927703339641
19.805151515151515,-3.484848484848485,2.775501852948395
19.805151515151515,-3.3333333333333335,2.677046951238748
19.805151515151515,-3.1818181818181817,2.577538967208909
19.805151515151515,-3.0303030303030303,2.477839345127922
19.805151515151515,-2.878787878787879,2.3786914959030585
19.805151515151515,-2.727272727272727,2.2807229399388897
19.805151515151515,-2.5757575757575757,2.1844515357327228
19.805151515151515,-2.4242424242424243,2.0902943807631704
19.805151515151515,-2.272727272727273,1.99857820529708
19.805151515151515,-2.121212121212121,1.9095503397469373
19.805151515151515,-1.9696969696969697,1.8233895848692323
19.805151515151515,-1.8181818181818181,1.7402165304549915
19.805151515151515,-1.6666666666666667,1.6601030436131021
19.805151515151515,-1.5151515151515151,1.5830807818210981
19.805151515151515,-1.3636363636363635,1.5091486827928196
19.805151515151515,-1.2121212121212122,1.4382794491417712
19.805151515151515,-1.0606060606060606,1.3704250874819055
19.805151515151515,-0.9090909090909091,1.305521585169647
19.805151515151515,-0.7575757575757576,1.2434928185736944
19.805151515151515,-0.6060606060606061,1.1842537887225366
19.805151515151515,-0.45454545454545453,1.1277132765840148
19.805151515151515,-0.30303030303030304,1.0737760033795403
19.805151515151515,-0.15151515151515152,1.022344372840778
19.805151515151515,0.0,0.9733198632618408
20.51212121212121,-15.0,0.38338139307232766
20.51212121212121,-14.848484848484848,0.39970021853124477
20.51212121212121,-14.696969696969697,0.4167271069982663
20.51212121212121,-14.545454545454545,0.4344921444158333
20.51212121212121,-14.393939393939394,0.45302650152016294
20.51212121212121,-14.242424242424242,0.47236244086660834
20.51212121212121,-14.090909090909092,0.49253331831983554
20.51212121212121,-13.93939393939394,0.5135735780214434
20.51212121212121,-13.787878787878787,0.535518739722041
20.51212121212121,-13.636363636363637,0.5584053772265971
20.51212121212121,-13.484848484848484,0.5822710865508945
20.51212121212121,-13.333333333333334,0.6071544422220828
20.51212121212121,-13.181818181818182,0.6330949399775856
20.51212121212121,-13.030303030303031,0.660132923923329
20.51212121212121,-12.878787878787879,0.6883094960048002
20.51212121212121,-12.727272727272727,0.7176664054223486
20.51212121212121,-12.575757575757576,0.7482459153865789
20.51212121212121,-12.424242424242424,0.7800906443610258
20.51212121212121,-12.272727272727273,0.8132433786788621
20.51212121212121,-12.121212121212121,0.8477468531502609
20.51212121212121,-11.969696969696969,0.8836434959992548
20.51212121212121,-11.818181818181818,0.9209751341865832
20.51212121212121,-11.666666666666666,0.959782654891795
20.51212121212121,-11.515151515151516,1.0001056186483293
20.51212121212121,-11.363636363636363,1.0419818193550574
20.51212121212121,-11.212121212121213,1.0854467861324941
20.51212121212121,-11.06060606060606,1.1305332217606374
20.51212121212121,-10.909090909090908,1.1772703722359967
20.51212121212121,-10.757575757575758,1.2256833218296124
20.51212121212121,-10.606060606060606,1.2757922079292885
20.51212121212121,-10.454545454545455,1.327611349924036
20.51212121212121,-10.303030303030303,1.3811482864592104
20.51212121212121,-10.151515151515152,1.4364027155827683
20.51212121212121,-10.0,1.4933653326549632
20.51212121212121,-9.848484848484848,1.5520165614507617
20.51212121212121,-9.696969696969697,1.612325174711978
20.51212121212121,-9.545454545454545,1.6742468015885434
20.51212121212121,-9.393939393939394,1.7377223210569184
20.51212121212121,-9.242424242424242,1.80267614266553
20.51212121212121,-9.090909090909092,1.86901437902008
20.51212121212121,-8.93939393939394,1.93662291852235
20.51212121212121,-8.787878787878787,2.0053654123052818
20.51212121212121,-8.636363636363637,2.0750811964099203
20.51212121212121,-8.484848484848484,2.1455831794146016
20.51212121212121,-8.333333333333334,2.216655737371888
20.51212121212121,-8.181818181818182,2.2880526724341888
20.51212121212121,-8.030303030303031,2.3594953092773534
20.51212121212121,-7.878787878787879,2.4306708245085056
20.51212121212121,-7.7272727272727275,2.501230928499395
20.51212121212121,-7.575757575757576,2.5707910458572925
20.51212121212121,-7.424242424242424,2.6389301686684448
20.51212121212121,-7.2727272727272725,2.705191583427202
20.51212121212121,-7.121212121212121,2.7690846947708243
20.51212121212121,-6.96969696969697,2.8300881821029966
20.51212121212121,-6.818181818181818,2.8876547230420657
20.51212121212121,-6.666666666666667,2.941217493667659
20.51212121212121,-6.515151515151516,2.9901986029332286
20.51212121212121,-6.363636363636363,3.034019531612096
20.51212121212121,-6.212121212121212,3.072113521709674
20.51212121212121,-6.0606060606060606,3.1039397019826565
20.51212121212121,-5.909090909090909,3.1289985470968356
20.51212121212121,-5.757575757575758,3.1468480677215593
20.51212121212121,-5.606060606060606,3.157119939769326
20.51212121212121,-5.454545454545454,3.159534631910654
20.51212121212121,-5.303030303030303,3.1539145118032637
20.51212121212121,-5.151515151515151,3.1401939291912
20.51212121212121,-5.0,3.1184254032869374
20.51212121212121,-4.848484848484849,3.088781281376715
20.51212121212121,-4.696969696969697,3.051550565091801
20.51212121212121,-4.545454545454546,3.0071309825240555
20.51212121212121,-4.393939393939394,2.956016769169925
20.51212121212121,-4.242424242424242,2.898782957202994
20.51212121212121,-4.090909090909091,2.836067217350497
20.51212121212121,-3.9393939393939394,2.7685504233860154
20.51212121212121,-3.787878787878788,2.696937109065905
20.51212121212121,-3.6363636363636362,2.6219368741883717
20.51212121212121,-3.484848484848485,2.544247598382999
20.51212121212121,-3.3333333333333335,2.46454107418701
20.51212121212121,-3.1818181818181817,2.3834514112744345
20.51212121212121,-3.0303030303030303,2.3015663220963805
20.51212121212121,-2.878787878787879,2.2194211971983333
20.51212121212121,-2.727272727272727,2.137495727468272
20.51212121212121,-2.5757575757575757,2.0562127328016366
20.51212121212121,-2.4242424242424243,1.975938807592241
20.51212121212121,-2.272727272727273,1.896986384375018
20.51212121212121,-2.121212121212121,1.8196168374514392
20.51212121212121,-1.9696969696969697,1.7440442881710179
20.51212121212121,-1.8181818181818181,1.6704398238056615
20.51212121212121,-1.6666666666666667,1.5989358956252908
20.51212121212121,-1.5151515151515151,1.529630713859546
20.51212121212121,-1.3636363636363635,1.462592504529853
20.51212121212121,-1.2121212121212122,1.3978635339600782
20.51212121212121,-1.0606060606060606,1.3354638405291854
20.51212121212121,-0.9090909090909091,1.2753946400738037
20.51212121212121,-0.7575757575757576,1.217641391897318
20.51212121212121,-0.6060606060606061,1.1621765274435802
20.51212121212121,-0.45454545454545453,1.1089618542709216
20.51212121212121,-0.30303030303030304,1.0579506549132636
20.51212121212121,-0.15151515151515152,1.0090895043521375
20.51212121212121,0.0,0.9623198318457872
21.21909090909091,-15.0,0.4139124134963411
21.21909090909091,-14.848484848484848,0.43148000894055494
21.21909090909091,-14.696969696969697,0.4498070545947755
21.21909090909091,-14.545454545454545,0.46892550238732517
21.21909090909091,-14.393939393939394,0.4888683956320459
21.21909090909091,-14.242424242424242,0.5096698623662228
21.21909090909091,-14.090909090909092,0.5313651002032693
21.21909090909091,-13.93939393939394,0.5539903512298662
21.21909090909091,-13.787878787878787,0.5775828652861151
21.21909090909091,-13.636363636363637,0.6021808497572334
21.21909090909091,-13.484848484848484,0.6278234037767115
21.21909090909091,-13.333333333333334,0.6545504344927506
21.21909090909091,-13.181818181818182,0.682402552783642
21.21909090909091,-13.030303030303031,0.7114209455237415
21.21909090909091,-12.878787878787879,0.7416472212033398
21.21909090909091,-12.727272727272727,0.7731232253946707
21.21909090909091,-12.575757575757576,0.8058908222393036
21.21909090909091,-12.424242424242424,0.8399916378140379
21.21909090909091,-12.272727272727273,0.8754667609233011
21.21909090909091,-12.121212121212121,0.9123563965765771
21.21909090909091,-11.969696969696969,0.9506994671541162
21.21909090909091,-11.818181818181818,0.9905331560611202
21.21909090909091,-11.666666666666666,1.0318923885412332
21.21909090909091,-11.515151515151516,1.0748092442908712
21.21909090909091,-11.363636363636363,1.1193122966167959
21.21909090909091,-11.212121212121213,1.1654258731471054
21.21909090909091,-11.06060606060606,1.213169233579286
21.21909090909091,-10.909090909090908,1.2625556606744808
21.21909090909091,-10.757575757575758,1.3135914617326359
21.21909090909091,-10.606060606060606,1.366274879160854
21.21909090909091,-10.454545454545455,1.4205949105296243
21.21909090909091,-10.303030303030303,1.476530040750037
21.21909090909091,-10.151515151515152,1.534046891748025
21.21909090909091,-10.0,1.5930987982960365
21.21909090909091,-9.848484848484848,1.653624322518474
21.21909090909091,-9.696969696969697,1.7155457240197536
21.21909090909091,-9.545454545454545,1.778767407581087
21.21909090909091,-9.393939393939394,1.843174375888455
21.21909090909091,-9.242424242424242,1.9086307207103115
21.21909090909091,-9.090909090909092,1.9749781922193221
21.21909090909091,-8.93939393939394,2.0420348925823277
21.21909090909091,-8.787878787878787,2.1095941463127863
21.21909090909091,-8.636363636363637,2.177423605926335
21.21909090909091,-8.484848484848484,2.245264656848545
21.21909090909091,-8.333333333333334,2.3128321899294724
21.21909090909091,-8.181818181818182,2.3798148129116545
21.21909090909091,-8.030303030303031,2.445875573319711
21.21909090909091,-7.878787878787879,2.5106532639925483
21.21909090909091,-7.7272727272727275,2.573764378327974
21.21909090909091,-7.575757575757576,2.634805774692851
21.21909090909091,-7.424242424242424,2.6933580977928386
21.21909090909091,-7.2727272727272725,2.7489899885400244
21.21909090909091,-7.121212121212121,2.8012630926145894
21.21909090909091,-6.96969696969697,2.8497378511483213
21.21909090909091,-6.818181818181818,2.8939800246827088
21.21909090909091,-6.666666666666667,2.9335678640934106
21.21909090909091,-6.515151515151516,2.9680998004198904
21.21909090909091,-6.363636363636363,2.9972024811140994
21.21909090909091,-6.212121212121212,3.0205389356073806
21.21909090909091,-6.0606060606060606,3.0378166116501615
21.21909090909091,-5.909090909090909,3.048794989746777
21.21909090909091,-5.757575757575758,3.0532924607998826
21.21909090909091,-5.606060606060606,3.051192146392075
21.21909090909091,-5.454545454545454,3.0424463558680768
21.21909090909091,-5.303030303030303,3.027079412000235
21.21909090909091,-5.151515151515151,3.005188637833224
21.21909090909091,-5.0,2.976943378976895
21.21909090909091,-4.848484848484849,2.942582033043933
21.21909090909091,-4.696969696969697,2.9024071635672004
21.21909090909091,-4.545454545454546,2.8567788804086947
21.21909090909091,-4.393939393939394,2.8061067627512095
21.21909090909091,-4.242424242424242,2.75084067548689
21.21909090909091,-4.090909090909091,2.6914608785361285
21.21909090909091,-3.9393939393939394,2.628467847715882
21.21909090909091,-3.787878787878788,2.562372215011719
21.21909090909091,-3.6363636363636362,2.493685198520387
21.21909090909091,-3.484848484848485,2.422909833533957
21.21909090909091,-3.3333333333333335,2.3505332434460273
21.21909090909091,-3.1818181818181817,2.277020110089841
21.21909090909091,-3.0303030303030303,2.202807424973217
21.21909090909091,-2.878787878787879,2.128300531590517
21.21909090909091,-2.727272727272727,2.053870408785759
21.21909090909091,-2.5757575757575757,1.9798520983933552
21.21909090909091,-2.4242424242424243,1.9065441477791412
21.21909090909091,-2.272727272727273,1.8342089187560104
21.21909090909091,-2.121212121212121,1.7630736070011663
21.21909090909091,-1.9696969696969697,1.6933318183447663
21.21909090909091,-1.8181818181818181,1.625145557726529
21.21909090909091,-1.6666666666666667,1.5586475009008602
21.21909090909091,-1.5151515151515151,1.4939434360516333
21.21909090909091,-1.3636363636363635,1.4311147806595677
21.21909090909091,-1.2121212121212122,1.370221096951627
21.21909090909091,-1.0606060606060606,1.3113025461381278
21.21909090909091,-0.9090909090909091,1.254382236829832
21.21909090909091,-0.7575757575757576,1.1994684362190509
21.21909090909091,-0.6060606060606061,1.1465566237100808
21.21909090909091,-0.45454545454545453,1.0956313757491492
21.21909090909091,-0.30303030303030304,1.0466680777844175
21.21909090909091,-0.15151515151515152,0.9996344647906266
21.21909090909091,0.0,0.9544919958537393
21.926060606060606,-15.0,0.4465434595287336
21.926060606060606,-14.848484848484848,0.46546927737148686
21.926060606060606,-14.696969696969697,0.4852144409886174
21.926060606060606,-14.545454545454545,0.5058136827480216
21.926060606060606,-14.393939393939394,0.5273029438979889
21.926060606060606,-14.242424242424242,0.5497193674753218
21.926060606060606,-14.090909090909092,0.5731012811821833
21.926060606060606,-13.93939393939394,0.5974881683786863
21.926060606060606,-13.787878787878787,0.622920625075569
21.926060606060606,-13.636363636363637,0.6494403005191514
21.926060606060606,-13.484848484848484,0.6770898186381694
21.926060606060606,-13.333333333333334,0.7059126772676478
21.926060606060606,-13.181818181818182,0.7359531216787524
21.926060606060606,-13.030303030303031,0.767255988526734
21.926060606060606,-12.878787878787879,0.7998665158835393
21.926060606060606,-12.727272727272727,0.8338301145519782
21.926060606060606,-12.575757575757576,0.8691920953717768
21.926060606060606,-12.424242424242424,0.9059973467336361
21.926060606060606,-12.272727272727273,0.9442899560305071
21.926060606060606,-12.121212121212121,0.984112768314407
21.926060606060606,-11.969696969696969,1.0255068750173575
21.926060606060606,-11.818181818181818,1.0685110252697578
21.926060606060606,-11.666666666666666,1.1131609521481622
21.926060606060606,-11.515151515151516,1.1594886061594967
21.926060606060606,-11.363636363636363,1.2075212884809772
21.926060606060606,-11.212121212121213,1.2572806769972975
21.926060606060606,-11.06060606060606,1.3087817390963135
21.926060606060606,-10.909090909090908,1.3620315265965843
21.926060606060606,-10.757575757575758,1.417027850194256
21.926060606060606,-10.606060606060606,1.4737578335469967
21.926060606060606,-10.454545454545455,1.5321963506755574
21.926060606060606,-10.303030303030303,1.5923043548721199
21.926060606060606,-10.151515151515152,1.6540271128525361
21.926060606060606,-10.0,1.717292364543146
21.926060606060606,-9.848484848484848,1.782008436666712
21.926060606060606,-9.696969696969697,1.848062347133632
21.926060606060606,-9.545454545454545,1.9153179470042756
21.926060606060606,-9.393939393939394,1.9836141571992525
21.926060606060606,-9.242424242424242,2.0527633677836215
21.926060606060606,-9.090909090909092,2.122550077967082
21.926060606060606,-8.93939393939394,2.1927298641987836
21.926060606060606,-8.787878787878787,2.2630287709896697
21.926060606060606,-8.636363636363637,2.3331432233259197
21.926060606060606,-8.484848484848484,2.4027405596309657
21.926060606060606,-8.333333333333334,2.4714602790884537
21.926060606060606,-8.181818181818182,2.538916085777905
21.926060606060606,-8.030303030303031,2.6046987937942294
21.926060606060606,-7.878787878787879,2.668380132033046
21.926060606060606,-7.7272727272727275,2.729517454901419
21.926060606060606,-7.575757575757576,2.787659326803048
21.926060606060606,-7.424242424242424,2.8423519055129223
21.926060606060606,-7.2727272727272725,2.893146004854019
21.926060606060606,-7.121212121212121,2.9396046733252055
21.926060606060606,-6.96969696969697,2.981311085746183
21.926060606060606,-6.818181818181818,3.017876512843763
21.926060606060606,-6.666666666666667,3.048948111941941
21.926060606060606,-6.515151515151516,3.0742162728100126
21.926060606060606,-6.363636363636363,3.0934212575978774
21.926060606060606,-6.212121212121212,3.106358892859073
21.926060606060606,-6.0606060606060606,3.1128851040008456
21.926060606060606,-5.909090909090909,3.112919126128302
21.926060606060606,-5.757575757575758,3.106445277380207
21.926060606060606,-5.606060606060606,3.0935132381808947
21.926060606060606,-5.454545454545454,3.0742368388644135
21.926060606060606,-5.303030303030303,3.048791415480934
21.926060606060606,-5.151515151515151,3.017409846246062
21.926060606060606,-5.0,2.9803774265305485
21.926060606060606,-4.848484848484849,2.9380257766133346
21.926060606060606,-4.696969696969697,2.890726002379009
21.926060606060606,-4.545454545454546,2.8388813441111376
21.926060606060606,-4.393939393939394,2.782919552501224
21.926060606060606,-4.242424242424242,2.723285224506002
21.926060606060606,-4.090909090909091,2.6604323157921126
21.926060606060606,-3.9393939393939394,2.594817022687537
21.926060606060606,-3.787878787878788,2.5268911966213246
21.926060606060606,-3.6363636363636362,2.4570964200009415
21.926060606060606,-3.484848484848485,2.3858588364455553
21.926060606060606,-3.3333333333333335,2.3135847922913833
21.926060606060606,-3.1818181818181817,2.2406573121354754
21.926060606060606,-3.0303030303030303,2.167433400394776
21.926060606060606,-2.878787878787879,2.0942421345449937
21.926060606060606,-2.727272727272727,2.0213834945613804
21.926060606060606,-2.5757575757575757,1.9491278573865498
21.926060606060606,-2.4242424242424243,1.8777160749013522
21.926060606060606,-2.272727272727273,1.8073600484727175
21.926060606060606,-2.121212121212121,1.738243712075827
21.926060606060606,-1.9696969696969697,1.6705243384818544
21.926060606060606,-1.8181818181818181,1.6043340882576071
21.926060606060606,-1.6666666666666667,1.5397817285436317
21.926060606060606,-1.5151515151515151,1.476954457029667
21.926060606060606,-1.3636363636363635,1.4159197755948971
21.926060606060606,-1.2121212121212122,1.3567273672037359
21.926060606060606,-1.0606060606060606,1.299410938443203
21.926060606060606,-0.9090909090909091,1.2439899982665217
21.926060606060606,-0.7575757575757576,1.1904715508815273
21.926060606060606,-0.6060606060606061,1.1388516871901073
21.926060606060606,-0.45454545454545453,1.0891170647125998
21.926060606060606,-0.30303030303030304,1.0412462705370433
21.926060606060606,-0.15151515151515152,0.9952110655722289
21.926060606060606,0.0,0.9509775113337214
22.633030303030303,-15.0,0.481342683008259
22.633030303030303,-14.848484848484848,0.5017421901399653
22.633030303030303,-14.696969696969697,0.52303058775941
22.633030303030303,-14.545454545454545,0.5452465274504805
22.633030303030303,-14.393939393939394,0.5684301389059334
22.633030303030303,-14.242424242424242,0.5926230425746803
22.633030303030303,-14.090909090909092,0.6178683532086134
22.633030303030303,-13.93939393939394,0.6442106723149783
22.633030303030303,-13.787878787878787,0.6716960671911177
22.633030303030303,-13.636363636363637,0.7003720338427221
22.633030303030303,-13.484848484848484,0.730287440659562
22.633030303030303,-13.333333333333334,0.7614924492388582
22.633030303030303,-13.181818181818182,0.7940384082013783
22.633030303030303,-13.030303030303031,0.8279777152344268
22.633030303030303,-12.878787878787879,0.8633636419161599
22.633030303030303,-12.727272727272727,0.9002501151245489
22.633030303030303,-12.575757575757576,0.9386914480131127
22.633030303030303,-12.424242424242424,0.9787420126471917
22.633030303030303,-12.272727272727273,1.0204558454476498
22.633030303030303,-12.121212121212121,1.0638861755986513
22.633030303030303,-11.969696969696969,1.1090848655647763
22.633030303030303,-11.818181818181818,1.1561017518648866
22.633030303030303,-11.666666666666666,1.2049838733140612
22.633030303030303,-11.515151515151516,1.2557745731362115
22.633030303030303,-11.363636363636363,1.3085124607569922
22.633030303030303,-11.212121212121213,1.3632302188233116
22.633030303030303,-11.06060606060606,1.4199532412087388
22.633030303030303,-10.909090909090908,1.4786980886334633
22.633030303030303,-10.757575757575758,1.5394707502765084
22.633030303030303,-10.606060606060606,1.6022647026464147
22.633030303030303,-10.454545454545455,1.6670587613084507
22.633030303030303,-10.303030303030303,1.7338147271762716
22.633030303030303,-10.151515151515152,1.802474837317911
22.633030303030303,-10.0,1.8729590409495624
22.633030303030303,-9.848484848484848,1.9451621348023893
22.633030303030303,-9.696969696969697,2.0189508085566827
22.633030303030303,-9.545454545454545,2.094160670584225
22.633030303030303,-9.393939393939394,2.1705933466038827
22.633030303030303,-9.242424242424242,2.2480137684489088
22.633030303030303,-9.090909090909092,2.3261477958971484
22.633030303030303,-8.93939393939394,2.404680339769796
22.633030303030303,-8.787878787878787,2.4832541769370615
22.633030303030303,-8.636363636363637,2.5614696644813244
22.633030303030303,-8.484848484848484,2.638885567475929
22.633030303030303,-8.333333333333334,2.7150212087003274
22.633030303030303,-8.181818181818182,2.789360125242918
22.633030303030303,-8.030303030303031,2.8613553730881245
22.633030303030303,-7.878787878787879,2.9304365545611692
22.633030303030303,-7.7272727272727275,2.996018555194946
22.633030303030303,-7.575757575757576,3.0575118693556753
22.633030303030303,-7.424242424242424,3.1143342743127054
22.633030303030303,-7.2727272727272725,3.1659234901619318
22.633030303030303,-7.121212121212121,3.2117503505407607
22.633030303030303,-6.96969696969697,3.2513319201143007
22.633030303030303,-6.818181818181818,3.2842439423990006
22.633030303030303,-6.666666666666667,3.3101319957541606
22.633030303030303,-6.515151515151516,3.3287207814637267
22.633030303030303,-6.363636363636363,3.3398210645006485
22.633030303030303,-6.212121212121212,3.343333926817483
22.633030303030303,-6.0606060606060606,3.339252160988763
22.633030303030303,-5.909090909090909,3.327658811101935
